C,W,T,Registers,L1(Dcache),L2,Mapping,ALUs,occupancy_width,occupancy_depth,total_occupancy,greedy_thruput_desired_depth
2,32,2,32,16,0,TM,16,0.9602272727272727,0.8802083333333334,0.8452000473484849,79.70949999999999
2,32,4,64,16,0,TM,32,0.9602272727272727,0.8802083333333334,0.8452000473484849,79.70949999999999
2,32,8,128,16,0,TM,64,0.9602272727272727,0.6640625,0.6376509232954546,79.70949999999999
2,32,16,256,16,0,TM,128,0.9602272727272727,0.671875,0.6451526988636364,79.70949999999999
2,32,32,512,16,0,TM,256,0.9602272727272727,0.34375,0.330078125,79.70949999999999
4,2,2,4,16,0,TM,16,1.0,0.9825581395348837,0.9825581395348837,39.854749999999996
4,2,4,8,16,0,TM,32,1.0,0.9602272727272727,0.9602272727272727,39.854749999999996
4,2,8,16,16,0,TM,64,1.0,0.9659090909090909,0.9659090909090909,39.854749999999996
4,2,16,32,16,0,TM,128,1.0,0.8958333333333334,0.8958333333333334,39.854749999999996
4,2,32,64,16,0,TM,256,1.0,0.9166666666666666,0.9166666666666666,39.854749999999996
4,4,2,8,16,0,TM,32,1.0,0.9602272727272727,0.9602272727272727,79.70949999999999
4,4,4,16,16,0,TM,64,1.0,0.9602272727272727,0.9602272727272727,79.70949999999999
4,4,8,32,16,0,TM,128,1.0,0.8854166666666666,0.8854166666666666,79.70949999999999
4,4,16,64,16,0,TM,256,1.0,0.8958333333333334,0.8958333333333334,79.70949999999999
4,8,2,16,16,0,TM,32,0.9941176470588236,0.9602272727272727,0.9545788770053476,79.70949999999999
4,8,4,32,16,0,TM,64,0.9941176470588236,0.8802083333333334,0.875030637254902,79.70949999999999
4,8,8,64,16,0,TM,128,0.9941176470588236,0.8854166666666666,0.8802083333333334,79.70949999999999
4,8,16,128,16,0,TM,256,0.9941176470588236,0.671875,0.6679227941176471,79.70949999999999
4,16,2,32,16,0,TM,32,0.9825581395348837,0.8802083333333334,0.8648558624031008,79.70949999999999
4,16,4,64,16,0,TM,64,0.9825581395348837,0.8802083333333334,0.8648558624031008,79.70949999999999
4,16,8,128,16,0,TM,128,0.9825581395348837,0.6640625,0.6524800145348837,79.70949999999999
4,16,16,256,16,0,TM,256,0.9825581395348837,0.671875,0.66015625,79.70949999999999
4,32,2,64,16,0,TM,32,0.9602272727272727,0.8802083333333334,0.8452000473484849,79.70949999999999
4,32,4,128,16,0,TM,64,0.9602272727272727,0.66015625,0.6339000355113636,79.70949999999999
4,32,8,256,16,0,TM,128,0.9602272727272727,0.6640625,0.6376509232954546,79.70949999999999
4,32,16,512,16,0,TM,256,0.9602272727272727,0.3359375,0.3225763494318182,79.70949999999999
8,2,2,8,32,0,TM,32,1.0,0.9602272727272727,0.9602272727272727,39.854749999999996
8,2,4,16,32,0,TM,64,1.0,0.9602272727272727,0.9602272727272727,39.854749999999996
8,2,8,32,32,0,TM,128,1.0,0.8854166666666666,0.8854166666666666,39.854749999999996
8,2,16,64,32,0,TM,256,1.0,0.8958333333333334,0.8958333333333334,39.854749999999996
8,4,2,16,32,0,TM,64,1.0,0.9602272727272727,0.9602272727272727,79.70949999999999
8,4,4,32,32,0,TM,128,1.0,0.8802083333333334,0.8802083333333334,79.70949999999999
8,4,8,64,32,0,TM,256,1.0,0.8854166666666666,0.8854166666666666,79.70949999999999
8,8,2,32,32,0,TM,64,0.9941176470588236,0.8802083333333334,0.875030637254902,79.70949999999999
8,8,4,64,32,0,TM,128,0.9941176470588236,0.8802083333333334,0.875030637254902,79.70949999999999
8,8,8,128,32,0,TM,256,0.9941176470588236,0.6640625,0.66015625,79.70949999999999
8,16,2,64,32,0,TM,64,0.9825581395348837,0.8802083333333334,0.8648558624031008,79.70949999999999
8,16,4,128,32,0,TM,128,0.9825581395348837,0.66015625,0.6486418968023255,79.70949999999999
8,16,8,256,32,0,TM,256,0.9825581395348837,0.6640625,0.6524800145348837,79.70949999999999
8,32,2,128,32,0,TM,64,0.9602272727272727,0.66015625,0.6339000355113636,79.70949999999999
8,32,4,256,32,0,TM,128,0.9602272727272727,0.66015625,0.6339000355113636,79.70949999999999
8,32,8,512,32,0,TM,256,0.9602272727272727,0.33203125,0.3188254616477273,79.70949999999999
16,2,2,16,64,0,TM,64,1.0,0.9602272727272727,0.9602272727272727,39.854749999999996
16,2,4,32,64,0,TM,128,1.0,0.8802083333333334,0.8802083333333334,39.854749999999996
16,2,8,64,64,0,TM,256,1.0,0.8854166666666666,0.8854166666666666,39.854749999999996
16,4,2,32,64,0,TM,128,1.0,0.8802083333333334,0.8802083333333334,79.70949999999999
16,4,4,64,64,0,TM,256,1.0,0.8802083333333334,0.8802083333333334,79.70949999999999
16,8,2,64,64,0,TM,128,0.9941176470588236,0.8802083333333334,0.875030637254902,79.70949999999999
16,8,4,128,64,0,TM,256,0.9941176470588236,0.66015625,0.6562729779411764,79.70949999999999
16,16,2,128,64,0,TM,128,0.9825581395348837,0.66015625,0.6486418968023255,79.70949999999999
16,16,4,256,64,0,TM,256,0.9825581395348837,0.66015625,0.6486418968023255,79.70949999999999
16,32,2,256,64,0,TM,128,0.9602272727272727,0.66015625,0.6339000355113636,79.70949999999999
16,32,4,512,64,0,TM,256,0.9602272727272727,0.330078125,0.3169500177556818,79.70949999999999
2,2,2,2,16,1,TM,8,1.0,0.9941176470588236,0.9941176470588236,39.854749999999996
2,2,4,4,16,1,TM,16,1.0,0.9825581395348837,0.9825581395348837,39.854749999999996
2,2,8,8,16,1,TM,32,1.0,0.9659090909090909,0.9659090909090909,39.854749999999996
2,2,16,16,16,1,TM,64,1.0,0.9772727272727273,0.9772727272727273,39.854749999999996
2,2,32,32,16,1,TM,128,1.0,0.9166666666666666,0.9166666666666666,39.854749999999996
2,4,2,4,16,1,TM,16,1.0,0.9825581395348837,0.9825581395348837,79.70949999999999
2,4,4,8,16,1,TM,32,1.0,0.9602272727272727,0.9602272727272727,79.70949999999999
2,4,8,16,16,1,TM,64,1.0,0.9659090909090909,0.9659090909090909,79.70949999999999
2,4,16,32,16,1,TM,128,1.0,0.8958333333333334,0.8958333333333334,79.70949999999999
2,4,32,64,16,1,TM,256,1.0,0.9166666666666666,0.9166666666666666,79.70949999999999
2,8,2,8,16,1,TM,16,0.9941176470588236,0.9602272727272727,0.9545788770053476,79.70949999999999
2,8,4,16,16,1,TM,32,0.9941176470588236,0.9602272727272727,0.9545788770053476,79.70949999999999
2,8,8,32,16,1,TM,64,0.9941176470588236,0.8854166666666666,0.8802083333333334,79.70949999999999
2,8,16,64,16,1,TM,128,0.9941176470588236,0.8958333333333334,0.8905637254901961,79.70949999999999
2,8,32,128,16,1,TM,256,0.9941176470588236,0.6875,0.6834558823529412,79.70949999999999
2,16,2,16,16,1,TM,16,0.9825581395348837,0.9602272727272727,0.9434791226215644,79.70949999999999
2,16,4,32,16,1,TM,32,0.9825581395348837,0.8802083333333334,0.8648558624031008,79.70949999999999
2,16,8,64,16,1,TM,64,0.9825581395348837,0.8854166666666666,0.8699733527131782,79.70949999999999
2,16,16,128,16,1,TM,128,0.9825581395348837,0.671875,0.66015625,79.70949999999999
2,16,32,256,16,1,TM,256,0.9825581395348837,0.6875,0.6755087209302325,79.70949999999999
2,32,2,32,16,1,TM,16,0.9602272727272727,0.8802083333333334,0.8452000473484849,79.70949999999999
2,32,4,64,16,1,TM,32,0.9602272727272727,0.8802083333333334,0.8452000473484849,79.70949999999999
2,32,8,128,16,1,TM,64,0.9602272727272727,0.6640625,0.6376509232954546,79.70949999999999
2,32,16,256,16,1,TM,128,0.9602272727272727,0.671875,0.6451526988636364,79.70949999999999
2,32,32,512,16,1,TM,256,0.9602272727272727,0.34375,0.330078125,79.70949999999999
4,2,2,4,16,1,TM,16,1.0,0.9825581395348837,0.9825581395348837,39.854749999999996
4,2,4,8,16,1,TM,32,1.0,0.9602272727272727,0.9602272727272727,39.854749999999996
4,2,8,16,16,1,TM,64,1.0,0.9659090909090909,0.9659090909090909,39.854749999999996
4,2,16,32,16,1,TM,128,1.0,0.8958333333333334,0.8958333333333334,39.854749999999996
4,2,32,64,16,1,TM,256,1.0,0.9166666666666666,0.9166666666666666,39.854749999999996
4,4,2,8,16,1,TM,32,1.0,0.9602272727272727,0.9602272727272727,79.70949999999999
4,4,4,16,16,1,TM,64,1.0,0.9602272727272727,0.9602272727272727,79.70949999999999
4,4,8,32,16,1,TM,128,1.0,0.8854166666666666,0.8854166666666666,79.70949999999999
4,4,16,64,16,1,TM,256,1.0,0.8958333333333334,0.8958333333333334,79.70949999999999
4,8,2,16,16,1,TM,32,0.9941176470588236,0.9602272727272727,0.9545788770053476,79.70949999999999
4,8,4,32,16,1,TM,64,0.9941176470588236,0.8802083333333334,0.875030637254902,79.70949999999999
4,8,8,64,16,1,TM,128,0.9941176470588236,0.8854166666666666,0.8802083333333334,79.70949999999999
4,8,16,128,16,1,TM,256,0.9941176470588236,0.671875,0.6679227941176471,79.70949999999999
4,16,2,32,16,1,TM,32,0.9825581395348837,0.8802083333333334,0.8648558624031008,79.70949999999999
4,16,4,64,16,1,TM,64,0.9825581395348837,0.8802083333333334,0.8648558624031008,79.70949999999999
4,16,8,128,16,1,TM,128,0.9825581395348837,0.6640625,0.6524800145348837,79.70949999999999
4,16,16,256,16,1,TM,256,0.9825581395348837,0.671875,0.66015625,79.70949999999999
4,32,2,64,16,1,TM,32,0.9602272727272727,0.8802083333333334,0.8452000473484849,79.70949999999999
4,32,4,128,16,1,TM,64,0.9602272727272727,0.66015625,0.6339000355113636,79.70949999999999
4,32,8,256,16,1,TM,128,0.9602272727272727,0.6640625,0.6376509232954546,79.70949999999999
4,32,16,512,16,1,TM,256,0.9602272727272727,0.3359375,0.3225763494318182,79.70949999999999
8,2,2,8,32,1,TM,32,1.0,0.9602272727272727,0.9602272727272727,39.854749999999996
8,2,4,16,32,1,TM,64,1.0,0.9602272727272727,0.9602272727272727,39.854749999999996
8,2,8,32,32,1,TM,128,1.0,0.8854166666666666,0.8854166666666666,39.854749999999996
8,2,16,64,32,1,TM,256,1.0,0.8958333333333334,0.8958333333333334,39.854749999999996
8,4,2,16,32,1,TM,64,1.0,0.9602272727272727,0.9602272727272727,79.70949999999999
8,4,4,32,32,1,TM,128,1.0,0.8802083333333334,0.8802083333333334,79.70949999999999
8,4,8,64,32,1,TM,256,1.0,0.8854166666666666,0.8854166666666666,79.70949999999999
8,8,2,32,32,1,TM,64,0.9941176470588236,0.8802083333333334,0.875030637254902,79.70949999999999
8,8,4,64,32,1,TM,128,0.9941176470588236,0.8802083333333334,0.875030637254902,79.70949999999999
8,8,8,128,32,1,TM,256,0.9941176470588236,0.6640625,0.66015625,79.70949999999999
8,16,2,64,32,1,TM,64,0.9825581395348837,0.8802083333333334,0.8648558624031008,79.70949999999999
8,16,4,128,32,1,TM,128,0.9825581395348837,0.66015625,0.6486418968023255,79.70949999999999
8,16,8,256,32,1,TM,256,0.9825581395348837,0.6640625,0.6524800145348837,79.70949999999999
8,32,2,128,32,1,TM,64,0.9602272727272727,0.66015625,0.6339000355113636,79.70949999999999
8,32,4,256,32,1,TM,128,0.9602272727272727,0.66015625,0.6339000355113636,79.70949999999999
8,32,8,512,32,1,TM,256,0.9602272727272727,0.33203125,0.3188254616477273,79.70949999999999
16,2,2,16,64,1,TM,64,1.0,0.9602272727272727,0.9602272727272727,39.854749999999996
16,2,4,32,64,1,TM,128,1.0,0.8802083333333334,0.8802083333333334,39.854749999999996
16,2,8,64,64,1,TM,256,1.0,0.8854166666666666,0.8854166666666666,39.854749999999996
16,4,2,32,64,1,TM,128,1.0,0.8802083333333334,0.8802083333333334,79.70949999999999
16,4,4,64,64,1,TM,256,1.0,0.8802083333333334,0.8802083333333334,79.70949999999999
16,8,2,64,64,1,TM,128,0.9941176470588236,0.8802083333333334,0.875030637254902,79.70949999999999
16,8,4,128,64,1,TM,256,0.9941176470588236,0.66015625,0.6562729779411764,79.70949999999999
16,16,2,128,64,1,TM,128,0.9825581395348837,0.66015625,0.6486418968023255,79.70949999999999
16,16,4,256,64,1,TM,256,0.9825581395348837,0.66015625,0.6486418968023255,79.70949999999999
16,32,2,256,64,1,TM,128,0.9602272727272727,0.66015625,0.6339000355113636,79.70949999999999
16,32,4,512,64,1,TM,256,0.9602272727272727,0.330078125,0.3169500177556818,79.70949999999999
2,2,2,2,16,2,TM,8,1.0,0.9941176470588236,0.9941176470588236,39.854749999999996
2,2,4,4,16,2,TM,16,1.0,0.9825581395348837,0.9825581395348837,39.854749999999996
2,2,8,8,16,2,TM,32,1.0,0.9659090909090909,0.9659090909090909,39.854749999999996
2,2,16,16,16,2,TM,64,1.0,0.9772727272727273,0.9772727272727273,39.854749999999996
2,2,32,32,16,2,TM,128,1.0,0.9166666666666666,0.9166666666666666,39.854749999999996
2,4,2,4,16,2,TM,16,1.0,0.9825581395348837,0.9825581395348837,79.70949999999999
2,4,4,8,16,2,TM,32,1.0,0.9602272727272727,0.9602272727272727,79.70949999999999
2,4,8,16,16,2,TM,64,1.0,0.9659090909090909,0.9659090909090909,79.70949999999999
2,4,16,32,16,2,TM,128,1.0,0.8958333333333334,0.8958333333333334,79.70949999999999
2,4,32,64,16,2,TM,256,1.0,0.9166666666666666,0.9166666666666666,79.70949999999999
2,8,2,8,16,2,TM,16,0.9941176470588236,0.9602272727272727,0.9545788770053476,79.70949999999999
2,8,4,16,16,2,TM,32,0.9941176470588236,0.9602272727272727,0.9545788770053476,79.70949999999999
2,8,8,32,16,2,TM,64,0.9941176470588236,0.8854166666666666,0.8802083333333334,79.70949999999999
2,8,16,64,16,2,TM,128,0.9941176470588236,0.8958333333333334,0.8905637254901961,79.70949999999999
2,8,32,128,16,2,TM,256,0.9941176470588236,0.6875,0.6834558823529412,79.70949999999999
2,16,2,16,16,2,TM,16,0.9825581395348837,0.9602272727272727,0.9434791226215644,79.70949999999999
2,16,4,32,16,2,TM,32,0.9825581395348837,0.8802083333333334,0.8648558624031008,79.70949999999999
2,16,8,64,16,2,TM,64,0.9825581395348837,0.8854166666666666,0.8699733527131782,79.70949999999999
2,16,16,128,16,2,TM,128,0.9825581395348837,0.671875,0.66015625,79.70949999999999
2,16,32,256,16,2,TM,256,0.9825581395348837,0.6875,0.6755087209302325,79.70949999999999
2,32,2,32,16,2,TM,16,0.9602272727272727,0.8802083333333334,0.8452000473484849,79.70949999999999
2,32,4,64,16,2,TM,32,0.9602272727272727,0.8802083333333334,0.8452000473484849,79.70949999999999
2,32,8,128,16,2,TM,64,0.9602272727272727,0.6640625,0.6376509232954546,79.70949999999999
2,32,16,256,16,2,TM,128,0.9602272727272727,0.671875,0.6451526988636364,79.70949999999999
2,32,32,512,16,2,TM,256,0.9602272727272727,0.34375,0.330078125,79.70949999999999
4,2,2,4,16,2,TM,16,1.0,0.9825581395348837,0.9825581395348837,39.854749999999996
4,2,4,8,16,2,TM,32,1.0,0.9602272727272727,0.9602272727272727,39.854749999999996
4,2,8,16,16,2,TM,64,1.0,0.9659090909090909,0.9659090909090909,39.854749999999996
4,2,16,32,16,2,TM,128,1.0,0.8958333333333334,0.8958333333333334,39.854749999999996
4,2,32,64,16,2,TM,256,1.0,0.9166666666666666,0.9166666666666666,39.854749999999996
4,4,2,8,16,2,TM,32,1.0,0.9602272727272727,0.9602272727272727,79.70949999999999
4,4,4,16,16,2,TM,64,1.0,0.9602272727272727,0.9602272727272727,79.70949999999999
4,4,8,32,16,2,TM,128,1.0,0.8854166666666666,0.8854166666666666,79.70949999999999
4,4,16,64,16,2,TM,256,1.0,0.8958333333333334,0.8958333333333334,79.70949999999999
4,8,2,16,16,2,TM,32,0.9941176470588236,0.9602272727272727,0.9545788770053476,79.70949999999999
4,8,4,32,16,2,TM,64,0.9941176470588236,0.8802083333333334,0.875030637254902,79.70949999999999
4,8,8,64,16,2,TM,128,0.9941176470588236,0.8854166666666666,0.8802083333333334,79.70949999999999
4,8,16,128,16,2,TM,256,0.9941176470588236,0.671875,0.6679227941176471,79.70949999999999
4,16,2,32,16,2,TM,32,0.9825581395348837,0.8802083333333334,0.8648558624031008,79.70949999999999
4,16,4,64,16,2,TM,64,0.9825581395348837,0.8802083333333334,0.8648558624031008,79.70949999999999
4,16,8,128,16,2,TM,128,0.9825581395348837,0.6640625,0.6524800145348837,79.70949999999999
4,16,16,256,16,2,TM,256,0.9825581395348837,0.671875,0.66015625,79.70949999999999
4,32,2,64,16,2,TM,32,0.9602272727272727,0.8802083333333334,0.8452000473484849,79.70949999999999
4,32,4,128,16,2,TM,64,0.9602272727272727,0.66015625,0.6339000355113636,79.70949999999999
4,32,8,256,16,2,TM,128,0.9602272727272727,0.6640625,0.6376509232954546,79.70949999999999
4,32,16,512,16,2,TM,256,0.9602272727272727,0.3359375,0.3225763494318182,79.70949999999999
8,2,2,8,32,2,TM,32,1.0,0.9602272727272727,0.9602272727272727,39.854749999999996
8,2,4,16,32,2,TM,64,1.0,0.9602272727272727,0.9602272727272727,39.854749999999996
8,2,8,32,32,2,TM,128,1.0,0.8854166666666666,0.8854166666666666,39.854749999999996
8,2,16,64,32,2,TM,256,1.0,0.8958333333333334,0.8958333333333334,39.854749999999996
8,4,2,16,32,2,TM,64,1.0,0.9602272727272727,0.9602272727272727,79.70949999999999
8,4,4,32,32,2,TM,128,1.0,0.8802083333333334,0.8802083333333334,79.70949999999999
8,4,8,64,32,2,TM,256,1.0,0.8854166666666666,0.8854166666666666,79.70949999999999
8,8,2,32,32,2,TM,64,0.9941176470588236,0.8802083333333334,0.875030637254902,79.70949999999999
8,8,4,64,32,2,TM,128,0.9941176470588236,0.8802083333333334,0.875030637254902,79.70949999999999
8,8,8,128,32,2,TM,256,0.9941176470588236,0.6640625,0.66015625,79.70949999999999
8,16,2,64,32,2,TM,64,0.9825581395348837,0.8802083333333334,0.8648558624031008,79.70949999999999
8,16,4,128,32,2,TM,128,0.9825581395348837,0.66015625,0.6486418968023255,79.70949999999999
8,16,8,256,32,2,TM,256,0.9825581395348837,0.6640625,0.6524800145348837,79.70949999999999
8,32,2,128,32,2,TM,64,0.9602272727272727,0.66015625,0.6339000355113636,79.70949999999999
8,32,4,256,32,2,TM,128,0.9602272727272727,0.66015625,0.6339000355113636,79.70949999999999
8,32,8,512,32,2,TM,256,0.9602272727272727,0.33203125,0.3188254616477273,79.70949999999999
16,2,2,16,64,2,TM,64,1.0,0.9602272727272727,0.9602272727272727,39.854749999999996
16,2,4,32,64,2,TM,128,1.0,0.8802083333333334,0.8802083333333334,39.854749999999996
16,2,8,64,64,2,TM,256,1.0,0.8854166666666666,0.8854166666666666,39.854749999999996
16,4,2,32,64,2,TM,128,1.0,0.8802083333333334,0.8802083333333334,79.70949999999999
16,4,4,64,64,2,TM,256,1.0,0.8802083333333334,0.8802083333333334,79.70949999999999
16,8,2,64,64,2,TM,128,0.9941176470588236,0.8802083333333334,0.875030637254902,79.70949999999999
16,8,4,128,64,2,TM,256,0.9941176470588236,0.66015625,0.6562729779411764,79.70949999999999
16,16,2,128,64,2,TM,128,0.9825581395348837,0.66015625,0.6486418968023255,79.70949999999999
16,16,4,256,64,2,TM,256,0.9825581395348837,0.66015625,0.6486418968023255,79.70949999999999
16,32,2,256,64,2,TM,128,0.9602272727272727,0.66015625,0.6339000355113636,79.70949999999999
16,32,4,512,64,2,TM,256,0.9602272727272727,0.330078125,0.3169500177556818,79.70949999999999
